ID_passenger,Age,No of Siblings or Spouses on Board,No of Parents or Children on Board,Passenger Fare,Survived_num,Passenger Class_num,Sex_num,Port of Embarkation_num,Age_Category_num,Fare_Category_num,Deck_num
993,30.5,0,0,7.75,0,2,0,1,0,1,8
994,,0,0,7.7375,1,2,0,1,4,1,8
995,,0,0,7.2292,0,2,1,0,4,1,5
996,35.0,0,0,7.8958,0,2,1,0,0,1,8
997,33.0,0,0,7.8958,0,2,1,2,0,1,8
998,,0,0,7.225,1,2,0,0,4,1,8
999,,0,0,7.8958,0,2,1,0,4,1,8
1000,,0,0,7.75,1,2,0,1,4,1,8
1001,,0,0,7.75,1,2,1,1,4,1,8
1002,,2,0,23.25,1,2,0,1,4,4,8
1003,,2,0,23.25,1,2,0,1,4,4,8
1004,,2,0,23.25,1,2,1,1,4,4,8
1005,,0,0,7.7875,1,2,0,1,4,1,8
1006,,0,0,15.5,0,2,1,1,4,5,8
1007,,0,0,7.8792,1,2,0,1,4,1,8
1008,15.0,0,0,8.0292,1,2,0,1,6,0,8
1009,35.0,0,0,7.75,0,2,0,1,0,1,8
1010,,0,0,7.75,0,2,1,1,4,1,8
1011,24.0,1,0,16.1,0,2,1,2,8,5,8
1012,19.0,1,0,16.1,0,2,0,2,8,5,8
1013,,0,0,7.75,0,2,0,1,4,1,8
1014,,0,0,8.05,0,2,0,2,4,0,8
1015,,0,0,8.05,0,2,0,2,4,0,8
1016,55.5,0,0,8.05,0,2,1,2,3,0,8
1017,,0,0,7.75,0,2,1,1,4,1,8
1018,21.0,0,0,7.775,1,2,1,2,8,1,8
1019,,0,0,8.05,0,2,1,2,4,0,8
1020,24.0,0,0,7.8958,0,2,1,2,8,1,8
1021,21.0,0,0,7.8958,0,2,1,2,8,1,8
1022,28.0,0,0,7.8958,0,2,1,2,8,1,8
1023,,0,0,7.8958,0,2,1,2,4,1,8
1024,,0,0,7.8792,1,2,0,1,4,1,8
1025,25.0,0,0,7.65,0,2,1,2,8,1,5
1026,6.0,0,1,12.475,1,2,1,2,1,5,4
1027,27.0,0,1,12.475,1,2,0,2,8,5,4
1028,,0,0,8.05,0,2,1,2,4,0,8
1029,,1,0,24.15,1,2,0,1,4,4,8
1030,,1,0,24.15,0,2,1,1,4,4,8
1031,,0,0,8.4583,0,2,1,1,4,0,8
1032,34.0,0,0,8.05,0,2,1,2,0,0,8
1033,,0,0,7.75,0,2,1,1,4,1,8
1034,,0,0,7.775,1,2,1,2,4,1,8
1035,,1,1,15.2458,1,2,1,0,4,5,8
1036,,1,1,15.2458,1,2,1,0,4,5,8
1037,,0,2,15.2458,1,2,0,0,4,5,8
1038,,0,0,7.2292,1,2,0,0,4,1,8
1039,,0,0,8.05,0,2,1,2,4,0,8
1040,,0,0,7.7333,1,2,0,1,4,1,8
1041,24.0,0,0,7.75,1,2,0,1,8,1,8
1042,,0,0,8.05,0,2,1,2,4,0,8
1043,,1,0,15.5,1,2,0,1,4,5,8
1044,,1,0,15.5,1,2,0,1,4,5,8
1045,,0,0,15.5,1,2,0,1,4,5,8
1046,18.0,0,0,7.75,0,2,1,2,6,1,8
1047,22.0,0,0,7.8958,0,2,1,2,8,1,8
1048,15.0,0,0,7.225,1,2,0,0,6,1,8
1049,1.0,0,2,15.7417,1,2,0,0,2,5,8
1050,20.0,1,1,15.7417,1,2,1,0,8,5,8
1051,19.0,1,1,15.7417,1,2,0,0,8,5,8
1052,33.0,0,0,8.05,0,2,1,2,0,0,8
1053,,0,0,7.8958,0,2,1,2,4,1,8
1054,,0,0,7.2292,0,2,1,0,4,1,8
1055,,0,0,7.75,0,2,0,1,4,1,8
1056,,0,0,7.8958,0,2,1,2,4,1,8
1057,12.0,1,0,11.2417,1,2,1,0,1,5,8
1058,14.0,1,0,11.2417,1,2,0,0,6,5,8
1059,29.0,0,0,7.925,0,2,0,2,8,1,8
1060,28.0,0,0,8.05,0,2,1,2,8,0,8
1061,18.0,0,0,7.775,1,2,0,2,6,1,8
1062,26.0,0,0,7.8542,1,2,0,2,8,1,8
1063,21.0,0,0,7.8542,0,2,1,2,8,1,8
1064,41.0,0,0,7.125,0,2,1,2,0,1,8
1065,39.0,0,0,7.925,1,2,1,2,0,1,8
1066,21.0,0,0,7.8,0,2,1,2,8,1,8
1067,28.5,0,0,7.2292,0,2,1,0,8,1,8
1068,22.0,0,0,7.75,1,2,0,2,8,1,8
1069,61.0,0,0,6.2375,0,2,1,2,3,1,8
1070,,1,0,15.5,0,2,1,1,4,5,8
1071,,0,0,7.8292,0,2,1,1,4,1,8
1072,,1,0,15.5,1,2,0,1,4,5,8
1073,,0,0,7.7333,0,2,1,1,4,1,8
1074,,0,0,7.75,0,2,1,1,4,1,8
1075,,0,0,7.75,0,2,1,1,4,1,8
1076,23.0,0,0,9.225,0,2,1,2,8,0,8
1077,,0,0,7.75,0,2,0,1,4,1,8
1078,,0,0,7.75,1,2,0,1,4,1,8
1079,,0,0,7.8792,1,2,0,1,4,1,8
1080,22.0,0,0,7.775,1,2,0,2,8,1,8
1081,,0,0,7.75,1,2,1,1,4,1,8
1082,,0,0,7.8292,1,2,0,1,4,1,8
1083,9.0,0,1,3.1708,1,2,1,2,1,1,8
1084,28.0,0,0,22.525,0,2,1,2,8,4,8
1085,42.0,0,1,8.4042,0,2,1,2,0,0,8
1086,,0,0,7.3125,0,2,1,2,4,1,8
1087,31.0,0,0,7.8542,0,2,0,2,0,1,8
1088,28.0,0,0,7.8542,0,2,1,2,8,1,8
1089,32.0,0,0,7.775,1,2,1,2,0,1,8
1090,20.0,0,0,9.225,0,2,1,2,8,0,8
1091,23.0,0,0,8.6625,0,2,0,2,8,0,8
1092,20.0,0,0,8.6625,0,2,0,2,8,0,8
1093,20.0,0,0,8.6625,0,2,1,2,8,0,8
1094,16.0,0,0,9.2167,0,2,1,2,6,0,8
1095,31.0,0,0,8.6833,1,2,0,2,0,0,8
1096,,0,0,7.6292,0,2,0,1,4,1,8
1097,2.0,3,1,21.075,0,2,1,2,7,5,8
1098,6.0,3,1,21.075,0,2,1,2,1,5,8
1099,3.0,3,1,21.075,0,2,0,2,7,5,8
1100,8.0,3,1,21.075,0,2,0,2,1,5,8
1101,29.0,0,4,21.075,0,2,0,2,8,5,8
1102,1.0,4,1,39.6875,0,2,1,2,2,4,8
1103,7.0,4,1,39.6875,0,2,1,2,1,4,8
1104,2.0,4,1,39.6875,0,2,1,2,7,4,8
1105,16.0,4,1,39.6875,0,2,1,2,6,4,8
1106,14.0,4,1,39.6875,0,2,1,2,6,4,8
1107,41.0,0,5,39.6875,0,2,0,2,0,4,8
1108,21.0,0,0,8.6625,0,2,1,2,8,0,8
1109,19.0,0,0,14.5,0,2,1,2,8,5,8
1110,,0,0,8.7125,0,2,1,0,4,0,8
1111,32.0,0,0,7.8958,0,2,1,2,0,1,8
1112,0.75,1,1,13.775,0,2,1,2,2,5,8
1113,3.0,1,1,13.775,0,2,0,2,7,5,8
1114,26.0,0,2,13.775,0,2,0,2,8,5,8
1115,,0,0,7.0,0,2,1,2,4,1,8
1116,,0,0,7.775,0,2,1,2,4,1,8
1117,,0,0,8.05,0,2,1,2,4,0,8
1118,21.0,0,0,7.925,0,2,1,2,8,1,8
1119,25.0,0,0,7.925,0,2,1,2,8,1,8
1120,22.0,0,0,7.25,0,2,1,2,8,1,8
1121,25.0,1,0,7.775,1,2,1,2,8,1,8
1122,,1,1,22.3583,1,2,1,0,4,4,8
1123,,1,1,22.3583,1,2,0,0,4,4,5
1124,,0,2,22.3583,1,2,0,0,4,4,8
1125,,0,0,8.1375,0,2,0,1,4,0,8
1126,24.0,0,0,8.05,0,2,1,2,8,0,8
1127,28.0,0,0,7.8958,0,2,0,2,8,1,8
1128,19.0,0,0,7.8958,0,2,1,2,8,1,8
1129,,0,0,7.8958,0,2,1,2,4,1,8
1130,25.0,1,0,7.775,0,2,1,2,8,1,8
1131,18.0,0,0,7.775,0,2,0,2,6,1,8
1132,32.0,0,0,8.05,1,2,1,2,0,0,4
1133,,0,0,7.8958,0,2,1,2,4,1,8
1134,17.0,0,0,8.6625,0,2,1,2,6,0,8
1135,24.0,0,0,8.6625,0,2,1,2,8,0,8
1136,,0,0,7.8958,0,2,1,2,4,1,8
1137,,0,0,8.1125,0,2,0,2,4,0,8
1138,,0,0,7.2292,0,2,1,0,4,1,8
1139,,0,0,7.25,0,2,1,2,4,1,8
1140,38.0,0,0,7.8958,0,2,1,2,0,1,8
1141,21.0,0,0,8.05,0,2,1,2,8,0,8
1142,10.0,4,1,29.125,0,2,1,1,1,4,8
1143,4.0,4,1,29.125,0,2,1,1,7,4,8
1144,7.0,4,1,29.125,0,2,1,1,1,4,8
1145,2.0,4,1,29.125,0,2,1,1,7,4,8
1146,8.0,4,1,29.125,0,2,1,1,1,4,8
1147,39.0,0,5,29.125,0,2,0,1,0,4,8
1148,22.0,0,0,39.6875,0,2,0,2,8,4,8
1149,35.0,0,0,7.125,0,2,1,2,0,1,8
1150,,0,0,7.7208,1,2,0,1,4,1,8
1151,,0,0,14.5,0,2,1,2,4,5,8
1152,,0,0,14.5,0,2,0,2,4,5,8
1153,50.0,1,0,14.5,0,2,1,2,0,5,8
1154,47.0,1,0,14.5,0,2,0,2,0,5,8
1155,,0,0,8.05,0,2,1,2,4,0,8
1156,,0,0,7.775,0,2,1,2,4,1,8
1157,2.0,1,1,20.2125,0,2,0,2,7,5,8
1158,18.0,1,1,20.2125,0,2,1,2,6,5,8
1159,41.0,0,2,20.2125,0,2,0,2,0,5,8
1160,,0,0,8.05,1,2,0,2,4,0,8
1161,50.0,0,0,8.05,0,2,1,2,0,0,8
1162,16.0,0,0,8.05,0,2,1,2,6,0,8
1163,,0,0,7.75,1,2,1,1,4,1,8
1164,,0,0,24.15,0,2,1,1,4,4,8
1165,,0,0,7.2292,0,2,1,0,4,1,8
1166,25.0,0,0,7.225,0,2,1,0,8,1,8
1167,,0,0,7.225,0,2,1,0,4,1,8
1168,,0,0,7.7292,0,2,1,1,4,1,8
1169,,0,0,7.575,0,2,1,2,4,1,8
1170,38.5,0,0,7.25,0,2,1,2,0,1,8
1171,,8,2,69.55,0,2,1,2,4,2,8
1172,14.5,8,2,69.55,0,2,1,2,6,2,8
1173,,8,2,69.55,0,2,0,2,4,2,8
1174,,8,2,69.55,0,2,0,2,4,2,8
1175,,8,2,69.55,0,2,0,2,4,2,8
1176,,8,2,69.55,0,2,0,2,4,2,8
1177,,8,2,69.55,0,2,1,2,4,2,8
1178,,8,2,69.55,0,2,1,2,4,2,8
1179,,8,2,69.55,0,2,1,2,4,2,8
1180,,1,9,69.55,0,2,1,2,4,2,8
1181,,1,9,69.55,0,2,0,2,4,2,8
1182,24.0,0,0,9.325,0,2,1,2,8,0,8
1183,21.0,0,0,7.65,1,2,0,2,8,1,8
1184,39.0,0,0,7.925,0,2,1,2,0,1,8
1185,,2,0,21.6792,0,2,1,0,4,5,8
1186,,2,0,21.6792,0,2,1,0,4,5,8
1187,,2,0,21.6792,0,2,1,0,4,5,8
1188,1.0,1,1,16.7,1,2,0,2,2,5,6
1189,24.0,0,2,16.7,1,2,0,2,8,5,6
1190,4.0,1,1,16.7,1,2,0,2,7,5,6
1191,25.0,0,0,9.5,1,2,1,2,8,0,8
1192,20.0,0,0,8.05,0,2,1,2,8,0,8
1193,24.5,0,0,8.05,0,2,1,2,8,0,8
1194,,0,0,7.725,0,2,1,1,4,1,8
1195,,0,0,7.8958,0,2,1,2,4,1,8
1196,,0,0,7.75,0,2,1,1,4,1,8
1197,29.0,0,0,9.5,1,2,1,2,8,0,8
1198,,0,0,15.1,0,2,1,2,4,5,8
1199,,0,0,7.7792,1,2,0,1,4,1,8
1200,,0,0,8.05,0,2,1,2,4,0,8
1201,,0,0,8.05,0,2,1,2,4,0,8
1202,22.0,0,0,7.2292,0,2,1,0,8,1,8
1203,,0,0,8.05,0,2,1,2,4,0,8
1204,40.0,0,0,7.8958,0,2,1,2,0,1,8
1205,21.0,0,0,7.925,0,2,1,2,8,1,8
1206,18.0,0,0,7.4958,1,2,0,2,6,1,8
1207,4.0,3,2,27.9,0,2,1,2,7,4,8
1208,10.0,3,2,27.9,0,2,1,2,1,4,8
1209,9.0,3,2,27.9,0,2,0,2,1,4,8
1210,2.0,3,2,27.9,0,2,0,2,7,4,8
1211,40.0,1,4,27.9,0,2,1,2,0,4,8
1212,45.0,1,4,27.9,0,2,0,2,0,4,8
1213,,0,0,7.8958,0,2,1,2,4,1,8
1214,,0,0,8.05,0,2,1,2,4,0,8
1215,,0,0,8.6625,0,2,1,2,4,0,8
1216,,0,0,7.75,0,2,1,1,4,1,8
1217,,0,0,7.7333,1,2,0,1,4,1,8
1218,19.0,0,0,7.65,0,2,1,2,8,1,5
1219,30.0,0,0,8.05,0,2,1,2,8,0,8
1220,,0,0,8.05,0,2,1,2,4,0,8
1221,32.0,0,0,8.05,0,2,1,2,0,0,8
1222,,0,0,7.8958,0,2,1,2,4,1,8
1223,33.0,0,0,8.6625,0,2,1,0,0,0,8
1224,23.0,0,0,7.55,1,2,0,2,8,1,8
1225,21.0,0,0,8.05,0,2,1,2,8,0,8
1226,60.5,0,0,,0,2,1,2,3,3,8
1227,19.0,0,0,7.8958,0,2,1,2,8,1,8
1228,22.0,0,0,9.8375,0,2,0,2,8,0,8
1229,31.0,0,0,7.925,1,2,1,2,0,1,8
1230,27.0,0,0,8.6625,0,2,1,2,8,0,8
1231,2.0,0,1,10.4625,0,2,0,2,7,0,6
1232,29.0,1,1,10.4625,0,2,0,2,8,0,6
1233,16.0,0,0,8.05,1,2,1,2,6,0,8
1234,44.0,0,0,7.925,1,2,1,2,0,1,8
1235,25.0,0,0,7.05,0,2,1,2,8,1,8
1236,74.0,0,0,7.775,0,2,1,2,5,1,8
1237,14.0,0,0,9.225,1,2,1,2,6,0,8
1238,24.0,0,0,7.7958,0,2,1,2,8,1,8
1239,25.0,0,0,7.7958,1,2,1,2,8,1,8
1240,34.0,0,0,8.05,0,2,1,2,0,0,8
1241,0.4167,0,1,8.5167,1,2,1,0,2,0,8
1242,,1,0,6.4375,0,2,1,0,4,1,8
1243,,0,0,6.4375,0,2,1,0,4,1,8
1244,,0,0,7.225,0,2,1,0,4,1,8
1245,16.0,1,1,8.5167,1,2,0,0,6,0,8
1246,,0,0,8.05,0,2,1,2,4,0,8
1247,,1,0,16.1,0,2,1,2,4,5,8
1248,,1,0,16.1,1,2,0,2,4,5,8
1249,32.0,0,0,7.925,0,2,1,2,0,1,8
1250,,0,0,7.75,0,2,1,1,4,1,5
1251,,0,0,7.8958,0,2,1,2,4,1,8
1252,30.5,0,0,8.05,0,2,1,2,0,0,8
1253,44.0,0,0,8.05,0,2,1,2,0,0,8
1254,,0,0,7.2292,0,2,1,0,4,1,8
1255,25.0,0,0,0.0,1,2,1,2,8,1,8
1256,,0,0,7.2292,0,2,1,0,4,1,8
1257,7.0,1,1,15.2458,1,2,1,0,1,5,8
1258,9.0,1,1,15.2458,1,2,0,0,1,5,8
1259,29.0,0,2,15.2458,1,2,0,0,8,5,8
1260,36.0,0,0,7.8958,0,2,1,2,0,1,8
1261,18.0,0,0,9.8417,1,2,0,2,6,0,8
1262,63.0,0,0,9.5875,1,2,0,2,3,0,8
1263,,1,1,14.5,0,2,1,2,4,5,8
1264,11.5,1,1,14.5,0,2,1,2,1,5,8
1265,40.5,0,2,14.5,0,2,1,2,0,5,8
1266,10.0,0,2,24.15,0,2,0,2,1,4,8
1267,36.0,1,1,24.15,0,2,1,2,0,4,8
1268,30.0,1,1,24.15,0,2,0,2,8,4,8
1269,,0,0,9.5,0,2,1,2,4,0,8
1270,33.0,0,0,9.5,0,2,1,2,0,0,8
1271,28.0,0,0,9.5,0,2,1,2,8,0,8
1272,28.0,0,0,9.5,0,2,1,2,8,0,8
1273,47.0,0,0,9.0,0,2,1,2,0,0,8
1274,18.0,2,0,18.0,0,2,0,2,6,5,8
1275,31.0,3,0,18.0,0,2,1,2,0,5,8
1276,16.0,2,0,18.0,0,2,1,2,6,5,8
1277,31.0,1,0,18.0,0,2,0,2,0,5,8
1278,22.0,0,0,7.225,1,2,1,0,8,1,8
1279,20.0,0,0,7.8542,0,2,1,2,8,1,8
1280,14.0,0,0,7.8542,0,2,0,2,6,1,8
1281,22.0,0,0,7.8958,0,2,1,2,8,1,8
1282,22.0,0,0,9.0,0,2,1,2,8,0,8
1283,,0,0,8.05,0,2,1,2,4,0,8
1284,,0,0,7.55,0,2,1,2,4,1,8
1285,,0,0,8.05,0,2,1,2,4,0,8
1286,32.5,0,0,9.5,0,2,1,2,0,0,8
1287,38.0,0,0,7.2292,1,2,0,0,0,1,8
1288,51.0,0,0,7.75,0,2,1,2,3,1,8
1289,18.0,1,0,6.4958,0,2,1,2,6,1,8
1290,21.0,1,0,6.4958,0,2,1,2,8,1,8
1291,47.0,1,0,7.0,1,2,0,2,0,1,8
1292,,0,0,8.7125,0,2,1,2,4,0,8
1293,,0,0,7.55,0,2,1,2,4,1,8
1294,,0,0,8.05,0,2,1,2,4,0,8
1295,28.5,0,0,16.1,0,2,1,2,8,5,8
1296,21.0,0,0,7.25,0,2,1,2,8,1,8
1297,27.0,0,0,8.6625,0,2,1,2,8,0,8
1298,,0,0,7.25,0,2,1,2,4,1,8
1299,36.0,0,0,9.5,0,2,1,2,0,0,8
1300,27.0,1,0,14.4542,0,2,1,0,8,5,8
1301,15.0,1,0,14.4542,1,2,0,0,6,5,8
1302,45.5,0,0,7.225,0,2,1,0,0,1,8
1303,,0,0,7.225,0,2,1,0,4,1,8
1304,,0,0,14.4583,0,2,1,0,4,5,8
1305,14.5,1,0,14.4542,0,2,0,0,6,5,8
1306,,1,0,14.4542,0,2,0,0,4,5,8
1307,26.5,0,0,7.225,0,2,1,0,8,1,8
1308,27.0,0,0,7.225,0,2,1,0,8,1,8
1309,29.0,0,0,7.875,0,2,1,2,8,1,8
